Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
Faculdade de Marketing e Negócios;UNIESSA;MG;SCHOLARLY;;;
Faculdade de Mauá - FAMA;FAMA;SP;SCHOLARLY;;;
Faculdade de Medicina;ITPAC;TO;SCHOLARLY;;;
Faculdade de Medicina de Barbacena;FAME;MG;SCHOLARLY;;;
Faculdade de Medicina de Campos;FMC;RJ;SCHOLARLY;;;
Faculdade de Medicina de Itajubá;FMIt;MG;SCHOLARLY;;;
Faculdade de Medicina de Juazeiro do Norte;FMJ;CE;SCHOLARLY;;;
Faculdade de Medicina de Marília;FAMEMA;SP;SCHOLARLY;;;
Faculdade de Medicina de Petrópolis;FMP;RJ;SCHOLARLY;;;
Faculdade de Medicina de São José do Rio Preto;FAMERP;SP;SCHOLARLY;;;
Faculdade de Medicina do ABC;FMABC;SP;SCHOLARLY;;;
Faculdade de Medicina do Vale do Aço;FAMEVAÇO;MG;SCHOLARLY;;;
Faculdade de Medicina Nova Esperança;FAMENE;PB;SCHOLARLY;;;
Faculdade de Medicina Veterinária e Zootecnia;FAMED;SP;SCHOLARLY;;;
Faculdade de Milagres Ceará;FAMICE;CE;SCHOLARLY;;;
Faculdade de Minas;FAMINAS;MG;SCHOLARLY;;;
Faculdade de Minas BH;FAMINAS-BH;MG;SCHOLARLY;;;
Faculdade de Mirandópolis;FAM;SP;SCHOLARLY;;;
Faculdade de Moda de Passos;FAMOPA;MG;SCHOLARLY;;;
Faculdade de Nanuque;FANAN;MG;SCHOLARLY;;;
Faculdade de Natal;FAL;RN;SCHOLARLY;;;
Faculdade de Negócios e Tecnologias da Informação;FACNET;DF;SCHOLARLY;;;
Faculdade de Nova Serrana;FANS;MG;SCHOLARLY;;;
Faculdade de Nutrição da Fundação de Ensino Superior de Passos;FANUTRI;MG;SCHOLARLY;;;
Faculdade de Odontologia;ITPAC;TO;SCHOLARLY;;;
Faculdade de Odontologia de Caruaru;FOC;PE;SCHOLARLY;;;
Faculdade de Odontologia de Manaus;FOM;AM;SCHOLARLY;;;
Faculdade de Odontologia do Recife;FOR;PE;SCHOLARLY;;;
Faculdade de Odontologia São Leopoldo Mandic;SLMANDIC;SP;SCHOLARLY;;;
Faculdade de Orlândia;FAO;SP;SCHOLARLY;;;
Faculdade de Pará de Minas;FAPAM;MG;SCHOLARLY;;;
Faculdade de Pato Branco;FADEP;PR;SCHOLARLY;;;
Faculdade de Paulínia;FACP;SP;SCHOLARLY;;;
Faculdade de Pedagogia;ANAEC;MS;SCHOLARLY;;;
Faculdade de Pedagogia da Serra;FABAVI;ES;SCHOLARLY;;;
Faculdade de Pedagogia de Afonso Cláudio;ISEAC;ES;SCHOLARLY;;;
Faculdade de Pedagogia de Vargem Grande Paulista;FPVGP;SP;SCHOLARLY;;;
Faculdade de Pedagogia e Formação de Normalistas de Araguaína;ITPAC;TO;SCHOLARLY;;;
Faculdade de Pimenta Bueno;FAP;RO;SCHOLARLY;;;
Faculdade de Pindamonhangaba;FAPI;SP;SCHOLARLY;;;
Faculdade de Piracanjuba;FAP;GO;SCHOLARLY;;;
Faculdade de Ponta Porã;FAP;MS;SCHOLARLY;;;
Faculdade de Porto Velho;FIP;RO;SCHOLARLY;;;
Faculdade de Presidente Epitácio - Fape;FAPE;SP;SCHOLARLY;;;
Faculdade de Presidente Prudente;FAPEPE;SP;SCHOLARLY;;;
Faculdade de Presidente Venceslau;FAPREV;SP;SCHOLARLY;;;
Faculdade de Primavera;CESPRI;SP;SCHOLARLY;;;
Faculdade de Quatro Marcos;FQM;MT;SCHOLARLY;;;
Faculdade de Reabilitação da ASCE;FRASCE;RJ;SCHOLARLY;;;
Faculdade de Realeza;CESREAL;PR;SCHOLARLY;;;
Faculdade de Rolim de Moura;FAROL;RO;SCHOLARLY;;;
Faculdade de Roraima;FASES;RR;SCHOLARLY;;;
Faculdade de Sabará;SOECS;MG;SCHOLARLY;;;
Faculdade de São Bento;FSB;SP;SCHOLARLY;;;
Faculdade de São Bernardo do Campo - Fasb;FASB I;SP;SCHOLARLY;;;
Faculdade de São Lourenço;FASAMA;MG;SCHOLARLY;;;
Faculdade de São Vicente;UNIBR;SP;SCHOLARLY;;;
Faculdade de Saúde de São Paulo;FASSP;SP;SCHOLARLY;;;
Faculdade de Saúde e Desenvolvimento Humano Santo Agostinho;FS;MG;SCHOLARLY;;;
Faculdade de Saúde Ibituruna;FASI-SANTA CASA;MG;SCHOLARLY;;;
Faculdade de Saúde, Ciências Humanas e Tecnológicas do Piauí;NOVAFAPI;PI;SCHOLARLY;;;
Faculdade de Sergipe;FaSe;SE;SCHOLARLY;;;
Faculdade de Sertãozinho;FASERT;SP;SCHOLARLY;;;
Faculdade de Serviço Social de Bauru;FSSB;SP;SCHOLARLY;;;
Faculdade de Serviço Social de Passos;FASESP;MG;SCHOLARLY;;;
Faculdade de Serviço Social Santa Luzia;FSSSL;RJ;SCHOLARLY;;;
Faculdade de Sistema de Informação;ITPAC;TO;SCHOLARLY;;;
Faculdade de Sistemas de Informação de Paraíso do Tocantins;FSIP;TO;SCHOLARLY;;;
Faculdade de Sistemas de Informação de São Sebastião do Paraíso;SISTEMAS;MG;SCHOLARLY;;;
Faculdade de Sorriso;FAIS;MT;SCHOLARLY;;;
Faculdade de Talentos Humanos;FACTHUS;MG;SCHOLARLY;;;
Faculdade de Tecnologia Camões;FATEC;PR;SCHOLARLY;;;
Faculdade de Tecnologia Cenacap;CENACAP;DF;SCHOLARLY;;;
Faculdade de Tecnologia da Amazônia;FAZ;PA;SCHOLARLY;;;
Faculdade de Tecnologia de Minas Gerais;FATEMG;MG;SCHOLARLY;;;
Faculdade de Tecnologia de Ponta Porã;FATEP;MS;SCHOLARLY;;;
Faculdade de Tecnologia de São Vicente;FATEF;SP;SCHOLARLY;;;
Faculdade de Tecnologia do Piauí;FATEPI;PI;SCHOLARLY;;;
Faculdade de Tecnologia e Ciências;FTC SALVADOR;BA;SCHOLARLY;;;
Faculdade de Tecnologia e Ciências de Feira de Santana;FTC;BA;SCHOLARLY;;;
Faculdade de Tecnologia e Ciências de Itabuna;FTC;BA;SCHOLARLY;;;
Faculdade de Tecnologia e Ciências de Jequié;FTC;BA;SCHOLARLY;;;
Faculdade de Tecnologia e Ciências de Vitória da Conquista;FTC;BA;SCHOLARLY;;;
Faculdade de Tecnologia Egídio José da Silva;FATEGIDIO;MG;SCHOLARLY;;;
Faculdade de Tecnologia Empresarial;FTE;BA;SCHOLARLY;;;
Faculdade de Tecnologia Intensiva;FATECI;CE;SCHOLARLY;;;
Faculdade de Tecnologia Ipuc;FATIPUC;RS;SCHOLARLY;;;
Faculdade de Tecnologia Novo Rumo;;MG;SCHOLARLY;;;
Faculdade de Tecnologia Saint Pastous;FSP;RS;SCHOLARLY;;;
Faculdade de Teixeira de Freitas;FACTEF;BA;SCHOLARLY;;;
Faculdade de Telêmaco Borba;FATEB;PR;SCHOLARLY;;;
Faculdade de Tupi Paulista;CESTUPI;SP;SCHOLARLY;;;
Faculdade de Turismo de Caratinga;FATUR;MG;SCHOLARLY;;;
Faculdade de Turismo de Nova Andradina;FATUR;MS;SCHOLARLY;;;
Faculdade de Viçosa;FDV;MG;SCHOLARLY;;;
Faculdade de Vila Velha;UNIVILA;ES;SCHOLARLY;;;
Faculdade de Vinhedo;FV;SP;SCHOLARLY;;;
Faculdade de Vitória;UVV Vitória;ES;SCHOLARLY;;;
Faculdade Decisão;FADEC;SC;SCHOLARLY;;;
Faculdade Decisão;FADE;PE;SCHOLARLY;;;
Faculdade Dehoniana;DEHONIANA;SP;SCHOLARLY;;;
Faculdade Del Rey;FDR;MG;SCHOLARLY;;;
Faculdade Delta;FacDelta;BA;SCHOLARLY;;;
Faculdade Diadema;FAD;SP;SCHOLARLY;;;
Faculdade Dinâmica das Cataratas;UDC;PR;SCHOLARLY;;;
Faculdade Divinópolis;FACED;MG;SCHOLARLY;;;
Faculdade do Acre;FAC;AC;SCHOLARLY;;;
Faculdade do Agreste de Pernambuco;FAAPE;PE;SCHOLARLY;;;
Faculdade do Amapá;FAMAP;AP;SCHOLARLY;;;
Faculdade do Amazonas;IAES;AM;SCHOLARLY;;;
Faculdade do Baixo Parnaíba;FAP;MA;SCHOLARLY;;;
Faculdade do Centro Leste;UCL;ES;SCHOLARLY;;;
Faculdade do Clube Náutico Mogiano;FCNM;SP;SCHOLARLY;;;
Faculdade do Descobrimento;FACDESCO;BA;SCHOLARLY;;;
Faculdade do Espírito Santo;UNES;ES;SCHOLARLY;;;
Faculdade do Futuro;FAF;MG;SCHOLARLY;;;
Faculdade do Guarujá;FAG;SP;SCHOLARLY;;;
Faculdade do Instituto Brasil;FIBRA;GO;SCHOLARLY;;;
Faculdade do Instituto Nacional de Pós-Graduação de Campinas;Fac. INPG - Campinas;SP;SCHOLARLY;;;
Faculdade do Instituto Nacional de Pós-Graduação de São José dos Campos;Faculdade INPG - SJC;SP;SCHOLARLY;;;
Faculdade do Interior Paulista;FIP;SP;SCHOLARLY;;;
Faculdade do Litoral Catarinense;FLC;SC;SCHOLARLY;;;
Faculdade do Litoral Paranaense;FLP;PR;SCHOLARLY;;;
Faculdade do Litoral Sul Paulista;FALS;SP;SCHOLARLY;;;
Faculdade do Maranhão;FACAM-MA;MA;SCHOLARLY;;;
Faculdade do Noroeste de Minas;FINOM;MG;SCHOLARLY;;;
Faculdade do Noroeste Paranaense;FANP;PR;SCHOLARLY;;;
Faculdade do Norte Novo de Apucarana;FACNOPAR;PR;SCHOLARLY;;;
Faculdade do Norte Pioneiro;FANORPI;PR;SCHOLARLY;;;
Faculdade do Pará;FAP;PA;SCHOLARLY;;;
Faculdade do Seridó;FAS;RN;SCHOLARLY;;;
Faculdade do Sertão;UESSBA;BA;SCHOLARLY;;;
Faculdade do Sudeste Goiano;FASUG;GO;SCHOLARLY;;;
Faculdade do Sul;FACSUL;BA;SCHOLARLY;;;
Faculdade do Sul da Bahia;FASB;BA;SCHOLARLY;;;
Faculdade do Sul de Mato Grosso;FACSUL;MT;SCHOLARLY;;;
Faculdade do Tapajós;FAT;PA;SCHOLARLY;;;
Faculdade do Vale do Ipojuca;FAVIP;PE;SCHOLARLY;;;
Faculdade do Vale do Itajaí Mirim;FAVIM;SC;SCHOLARLY;;;
Faculdade do Vale do Itapecurú;FAI;MA;SCHOLARLY;;;
Faculdade do Vale do Jaguaribe;FVJ;CE;SCHOLARLY;;;
Faculdade Dois de Julho;F2J;BA;SCHOLARLY;;;
Faculdade Dom Alberto;FDA;RS;SCHOLARLY;;;
Faculdade Dom Bosco;DOM BOSCO;PR;SCHOLARLY;;;
Faculdade Dom Bosco;FDB;PR;SCHOLARLY;;;
Faculdade Dom Bosco de Goioerê;FDBG;PR;SCHOLARLY;;;
Faculdade Dom Bosco de Porto Alegre;FDB;RS;SCHOLARLY;;;
Faculdade Dom Bosco de Ubiratã;Dom Bosco;PR;SCHOLARLY;;;
Faculdade Dom Pedro II;FDPII;BA;SCHOLARLY;;;
Faculdade dos Cerrados Piauienses;FCP;PI;SCHOLARLY;;;
Faculdade dos Guararapes;FG;PE;SCHOLARLY;;;
Faculdade dos Imigrantes - Fai;FAI;RS;SCHOLARLY;;;
Faculdade Doutor Francisco Maeda;FAFRAM;SP;SCHOLARLY;;;
Faculdade Doutor Leocádio José Correia;FALEC;PR;SCHOLARLY;;;
Faculdade Eça de Queiros;FACEQ;SP;SCHOLARLY;;;
Faculdade Editora Nacional;FAENAC;SP;SCHOLARLY;;;
Faculdade Educação Física de Passos;FADEF;MG;SCHOLARLY;;;
Faculdade Educacional da Lapa;FAEL;PR;SCHOLARLY;;;
Faculdade Educacional de Arapoti;FATI;PR;SCHOLARLY;;;
Faculdade Educacional de Araucária;FACEAR;PR;SCHOLARLY;;;
Faculdade Educacional de Colombo;FAEC;PR;SCHOLARLY;;;
Faculdade Educacional de Cornélio Procópio;FACED;PR;SCHOLARLY;;;
Faculdade Educacional de Dois Vizinhos;FAED;PR;SCHOLARLY;;;
Faculdade Educacional de Medianeira;FACEMED;PR;SCHOLARLY;;;
Faculdade Educacional de Ponta Grossa;UNIÃO;PR;SCHOLARLY;;;
Faculdade Eduvale de Avaré;EDUVALE;SP;SCHOLARLY;;;
Faculdade Empresarial de Chapecó;FAEM;SC;SCHOLARLY;;;
Faculdade Energia de Administração e Negócios;Fean;SC;SCHOLARLY;;;
Faculdade ENIAC;ENIAC;SP;SCHOLARLY;;;
Faculdade Equipe;FAE;RS;SCHOLARLY;;;
Faculdade Ernesto Riscali;FAER;SP;SCHOLARLY;;;
Faculdade Escritor Osman da Costa Lins;FACOL;PE;SCHOLARLY;;;
Faculdade Espírito Santense;UNICAPE;ES;SCHOLARLY;;;
Faculdade Espírito Santense de Ciências Jurídicas;PIO XII - DIR;ES;SCHOLARLY;;;
Faculdade Estácio de Sá de Belo Horizonte;FESBH;MG;SCHOLARLY;;;
Faculdade Estácio de Sá de Campo Grande;FESCG;MS;SCHOLARLY;;;
Faculdade Estácio de Sá de Goiás;FAGO;GO;SCHOLARLY;;;
Faculdade Estácio de Sá de Juiz de Fora;FESJF;MG;SCHOLARLY;;;
Faculdade Estácio de Sá de Ourinhos;FAESO;SP;SCHOLARLY;;;
Faculdade Estácio de Sá de Santa Catarina;FESSC;SC;SCHOLARLY;;;
Faculdade Estácio de Sá de Vila Velha;FESVV;ES;SCHOLARLY;;;
Faculdade Estácio de Sá de Vitória;FESV;ES;SCHOLARLY;;;
Faculdade Estadual de Ciências e Letras de Campo Mourão;FECILCAM;PR;SCHOLARLY;;;
Faculdade Estadual de Ciências Econômicas de Apucarana;FECEA;PR;SCHOLARLY;;;
Faculdade Estadual de Direito do Norte Pioneiro;FUNDINOPI;PR;SCHOLARLY;;;
Faculdade Estadual de Educação Ciências e Letras de Paranavaí;FAFIPA;PR;SCHOLARLY;;;
Faculdade Estadual de Educação Física de Jacarezinho;FAEFIJA;PR;SCHOLARLY;;;
Faculdade Estadual de Filosofia Ciências e Letras de Cornélio Procópio;FAFICOP;PR;SCHOLARLY;;;
Faculdade Estadual de Filosofia Ciências e Letras de Jacarezinho;FAFIJA;PR;SCHOLARLY;;;
Faculdade Estadual de Filosofia Ciências Letras União da Vitória;FAFI;PR;SCHOLARLY;;;
Faculdade Estadual de Filosofia, Ciências e Letras de Paranaguá;FAFIPAR;PR;SCHOLARLY;;;
Faculdade Euro-Panamericana de Humanidades e Tecnologias;EUROPAN;SP;SCHOLARLY;;;
Faculdade Européia de Administração e Marketing;FEPAM;PE;SCHOLARLY;;;
Faculdade Evangélica;FE;DF;SCHOLARLY;;;
Faculdade Evangélica de Salvador;FACESA;BA;SCHOLARLY;;;
Faculdade Evangélica do Paraná;FEPAR;PR;SCHOLARLY;;;
Faculdade Evolução;FAEV;SP;SCHOLARLY;;;
Faculdade Evolutivo;FACE;CE;SCHOLARLY;;;
Faculdade Exponencial;FIE;SC;SCHOLARLY;;;
Faculdade FACCAT;FACCAT;SP;SCHOLARLY;;;
Faculdade Fapan;FAPAN;SP;SCHOLARLY;;;
Faculdade Farias Brito;FFB;CE;SCHOLARLY;;;
Faculdade Fernão Dias;FAFE;SP;SCHOLARLY;;;
Faculdade Figueiredo Costa - Fic;;AL;SCHOLARLY;;;
Faculdade Flamingo;FAFLA;SP;SCHOLARLY;;;
Faculdade Fleming;SEF;SP;SCHOLARLY;;;
Faculdade Franciscana;FF;SC;SCHOLARLY;;;
Faculdade Frassinetti do Recife;FAFIRE;PE;SCHOLARLY;;;
Faculdade Frutal;FAF;MG;SCHOLARLY;;;
Faculdade Fucape;FUCAPE;ES;SCHOLARLY;;;
Faculdade Gama e Souza;FGS;RJ;SCHOLARLY;;;
Faculdade Gennari e Peartree;FGP;SP;SCHOLARLY;;;
Faculdade Geremário Dantas;SFNSC;RJ;SCHOLARLY;;;
Faculdade Global de Umuarama;FGU;PR;SCHOLARLY;;;
Faculdade Guaianás;FAG;SP;SCHOLARLY;;;
Faculdade Guairacá;FAG;PR;SCHOLARLY;;;
Faculdade Guaraí;FAG;TO;SCHOLARLY;;;
Faculdade Harpa de Cascavel;ITECNE;PR;SCHOLARLY;;;
Faculdade Hélio Rocha;FHR;BA;SCHOLARLY;;;
Faculdade Horizontes;FH;SP;SCHOLARLY;;;
Faculdade Horizontina;FAHOR;RS;SCHOLARLY;;;
Faculdade Hoyler de Letras;FAHL;SP;SCHOLARLY;;;
Faculdade IBGEN - Instituto Brasileiro de Gestão de Negócios;IBGEN;RS;SCHOLARLY;;;
Faculdade IBMEC;Ibmec;MG;SCHOLARLY;;;
Faculdade Ibmec São Paulo;Ibmec;SP;SCHOLARLY;;;
Faculdade Ideal;FACI;PA;SCHOLARLY;;;
Faculdade Iguaçu;FI;PR;SCHOLARLY;;;
Faculdade Iguapense Santo Augusto;FISA;SP;SCHOLARLY;;;
Faculdade Independente Butantã;F I B;SP;SCHOLARLY;;;
Faculdade Independente do Nordeste;FAINOR;BA;SCHOLARLY;;;
Faculdade Inedi;CESUCA;RS;SCHOLARLY;;;
Faculdade Inesp - Instituto Nacional de Ensino e Pesquisa;INESP;SP;SCHOLARLY;;;
Faculdade Ingá;UNINGÁ;PR;SCHOLARLY;;;
Faculdade Integração - Zona Oeste;FIZO;SP;SCHOLARLY;;;
Faculdade Integração Tiete;FIT;SP;SCHOLARLY;;;
Faculdade Integrada Brasil Amazonia - Fibra;FIBRA;PA;SCHOLARLY;;;
Faculdade Integrada da Grande Fortaleza;FGF;CE;SCHOLARLY;;;
Faculdade Integrada de Ensino Superior de Colinas;FIESC;TO;SCHOLARLY;;;
Faculdade Integrada de Pernambuco;FACIPE;PE;SCHOLARLY;;;
Faculdade Integrada do Ceará;FIC;CE;SCHOLARLY;;;
Faculdade Integrada do Recife;FIR;PE;SCHOLARLY;;;
Faculdade Integrada Metropolitana de Campinas;METROCAMP;SP;SCHOLARLY;;;
Faculdade Integrada Tiradentes;Fits;AL;SCHOLARLY;;;
Faculdade Integrado de Campo Mourão;CEI;PR;SCHOLARLY;;;
Faculdade Integral Cantareira;F.I.C.;SP;SCHOLARLY;;;
Faculdade Integral Diferencial;FACID;PI;SCHOLARLY;;;
Faculdade Interação Americana;FIA;SP;SCHOLARLY;;;
Faculdade Interamericana de Porto Velho;Uniron;RO;SCHOLARLY;;;
Faculdade Interlagos de Educação e Cultura;FINTEC;SP;SCHOLARLY;;;
Faculdade Intermunicipal do Noroeste do Paraná;FACINOR;PR;SCHOLARLY;;;
Faculdade Internacional de Ciências Empresariais;FICE;MG;SCHOLARLY;;;
Faculdade Internacional de Curitiba;FACINTER;PR;SCHOLARLY;;;
Faculdade Intesp;INTESP;SP;SCHOLARLY;;;
Faculdade Isaac Newton;ISAACNEWTON;BA;SCHOLARLY;;;
Faculdade Itabirana de Desenvolvimento das Ciências e Tecnologias;FATEC;MG;SCHOLARLY;;;
Faculdade Itabirana de Saúde;FISA;MG;SCHOLARLY;;;
Faculdade Ítalo Brasileira;FIB;ES;SCHOLARLY;;;
Faculdade Iteana de Botucatu;FITB;SP;SCHOLARLY;;;
Faculdade Iteana de Ibitinga;FITI;SP;SCHOLARLY;;;
Faculdade J. Simões Ensino Superior;FABAVI;ES;SCHOLARLY;;;
Faculdade Jaguariaíva;FAJAR;PR;SCHOLARLY;;;
Faculdade Jangada;FJ;SC;SCHOLARLY;;;
Faculdade Japi;IJES;SP;SCHOLARLY;;;
Faculdade Jesuíta de Filosofia e Teologia;FAJE;MG;SCHOLARLY;;;
Faculdade Jesus Maria José;FAJESU;DF;SCHOLARLY;;;
Faculdade Jk Administração de Valparaíso;Faculdade JK;GO;SCHOLARLY;;;
Faculdade Jk Valparaíso;Faculdade JK;GO;SCHOLARLY;;;
Faculdade Joana D'Arc;FJD;SP;SCHOLARLY;;;
Faculdade José Augusto Vieira;FJAV;SE;SCHOLARLY;;;
Faculdade José Lacerda Filho de Ciências Aplicadas;FAJOLCA;PE;SCHOLARLY;;;
Faculdade Juscelino Kubitschek;FJK;DF;SCHOLARLY;;;
Faculdade Juvêncio Terra;FJT;BA;SCHOLARLY;;;
Faculdade Kennedy;FK;MG;SCHOLARLY;;;
Faculdade Kurios;FAK;CE;SCHOLARLY;;;
Faculdade La Salle;UNILASALLE;AM;SCHOLARLY;;;
Faculdade Latino Americana;FLA;GO;SCHOLARLY;;;
Faculdade Latino Americana de Educação;FLATED;CE;SCHOLARLY;;;
Faculdade Leonardo da Vinci;ULBRA;RS;SCHOLARLY;;;
Faculdade Lions;FAC-LIONS;GO;SCHOLARLY;;;
Faculdade Literatus;UNICEL;AM;SCHOLARLY;;;
Faculdade Ls;FACELS;DF;SCHOLARLY;;;
Faculdade Luiz Eduardo Magalhães;FILEM;BA;SCHOLARLY;;;
Faculdade Luso-Brasileira;FALUB;PE;SCHOLARLY;;;
Faculdade Luterana Rui Barbosa;FALURB;PR;SCHOLARLY;;;
Faculdade Luterana São Marcos;FALSM;RS;SCHOLARLY;;;
Faculdade Machado de Assis;FAMA;RJ;SCHOLARLY;;;
Faculdade Machado Sobrinho;FMS;MG;SCHOLARLY;;;
Faculdade Madre Tereza;FAMAT;AP;SCHOLARLY;;;
Faculdade Madre Thais;FMT;BA;SCHOLARLY;;;
Faculdade Magister;MAGISTER;SP;SCHOLARLY;;;
Faculdade Marechal Rondon;FMR;SP;SCHOLARLY;;;
Faculdade Maria Augusta Ribeiro Daher;FMA;SP;SCHOLARLY;;;
Faculdade Maria Milza;FAMAM;BA;SCHOLARLY;;;
Faculdade Maringá;CESPAR;PR;SCHOLARLY;;;
Faculdade Mário de Andrade;FMA;SP;SCHOLARLY;;;
Faculdade Marista;FMR;PE;SCHOLARLY;;;
Faculdade Martha Falcão;FMF;AM;SCHOLARLY;;;
Faculdade Mater;FAMATER;SP;SCHOLARLY;;;
Faculdade Mater Dei;FMD;PR;SCHOLARLY;;;
Faculdade Maurício de Nassau;F.M.N.;PE;SCHOLARLY;;;
Faculdade Max Planck;AESI;SP;SCHOLARLY;;;
Faculdade Mercúrio;FAMERC;RJ;SCHOLARLY;;;
Faculdade Meridional;IMED;RS;SCHOLARLY;;;
Faculdade Mestra;Mestra;GO;SCHOLARLY;;;
Faculdade Metodista de Ciências Humanas e Exatas;METODISTA;SP;SCHOLARLY;;;
Faculdade Metodista de Santa Maria;FAMES;RS;SCHOLARLY;;;
Faculdade Metodista do Sul Paulista;FMSP;SP;SCHOLARLY;;;
Faculdade Metodista Granbery;FMG;MG;SCHOLARLY;;;
Faculdade Metropolitana;POLIFUCS;BA;SCHOLARLY;;;
Faculdade Metropolitana;unnesa;RO;SCHOLARLY;;;
Faculdade Metropolitana da Grande Fortaleza;FAMETRO;CE;SCHOLARLY;;;
Faculdade Metropolitana da Grande Recife;UNESJ;PE;SCHOLARLY;;;
Faculdade Metropolitana de Belo Horizonte -Metropolitana -Bh;Metropolitanabh;MG;SCHOLARLY;;;
Faculdade Metropolitana de Blumenau;FAMEBLU;SC;SCHOLARLY;;;
Faculdade Metropolitana de Caieiras;FMC;SP;SCHOLARLY;;;
Faculdade Metropolitana de Camaçari;FAMEC;BA;SCHOLARLY;;;
Faculdade Metropolitana de Curitiba;FAMEC;PR;SCHOLARLY;;;
Faculdade Metropolitana de Guaramirim;FAMEG;SC;SCHOLARLY;;;
Faculdade Metropolitana de Manaus;FAMETRO;AM;SCHOLARLY;;;
Faculdade Metropolitana de Maringá;UNIFAMMA;PR;SCHOLARLY;;;
Faculdade Metropolitana Londrinense;UMP;PR;SCHOLARLY;;;
Faculdade Michelangelo;Michelangelo;DF;SCHOLARLY;;;
Faculdade Minas Gerais;FAMIG;MG;SCHOLARLY;;;
Faculdade Modelo;FACIMOD;PR;SCHOLARLY;;;
Faculdade Módulo Paulista;FMP;SP;SCHOLARLY;;;
Faculdade Monteiro Lobato;FATO;RS;SCHOLARLY;;;
Faculdade Montes Belos;FMB;GO;SCHOLARLY;;;
Faculdade Montessori de Ibiúna;FMI;SP;SCHOLARLY;;;
Faculdade Montessoriano de Salvador;FAMA;BA;SCHOLARLY;;;
Faculdade Moraes Júnior - Mackenzie Rio;FMJ - MACKENZIE RIO;RJ;SCHOLARLY;;;
Faculdade Morumbi Sul;FMS;SP;SCHOLARLY;;;
Faculdade Mozarteum de São Paulo;FAMOSP;SP;SCHOLARLY;;;
Faculdade Multieducativa;MULTIEDUCATIVA;DF;SCHOLARLY;;;
Faculdade Municipal Professor Franco Montoro de Mogi Guaçu;FMPFM;SP;SCHOLARLY;;;
Faculdade Nacional;FINAC;ES;SCHOLARLY;;;
Faculdade Natalense para O Desenvolvimento do Rio Grande do Norte;FARN;RN;SCHOLARLY;;;
Faculdade Network;NWK;SP;SCHOLARLY;;;
Faculdade Nobre de Feira de Santana;FAN;BA;SCHOLARLY;;;
Faculdade Nordeste;Fanor;CE;SCHOLARLY;;;
Faculdade Norte Paranaense;UNINORTE;PR;SCHOLARLY;;;
Faculdade Nossa Cidade;FNC;SP;SCHOLARLY;;;
Faculdade Nossa Senhora Aparecida;FANAP;GO;SCHOLARLY;;;
Faculdade Nossa Senhora de Fátima;FACULDADE FÁTIMA;RS;SCHOLARLY;;;
Faculdade Novo Ateneu de Guarapuava;FG;PR;SCHOLARLY;;;
Faculdade Novo Milênio;FNM;ES;SCHOLARLY;;;
Faculdade Novos Horizontes;Novos Horizontes;MG;SCHOLARLY;;;
Faculdade Octógono;FOCO;SP;SCHOLARLY;;;
Faculdade Omni;OMNI;RJ;SCHOLARLY;;;
Faculdade Orígenes Lessa;FACOL;SP;SCHOLARLY;;;
Faculdade Padrão;PADRAO;GO;SCHOLARLY;;;
Faculdade Padre João Bagozzi;Faculdade Bagozzi;PR;SCHOLARLY;;;
Faculdade Palas Atena de Chopinzinho;FPA;PR;SCHOLARLY;;;
Faculdade Palotina;FAPAS;RS;SCHOLARLY;;;
Faculdade Pan Americana;FPA;PA;SCHOLARLY;;;
Faculdade para O Desenvolvimento de Pernambuco;FADEPE;PE;SCHOLARLY;;;
Faculdade Paraíso;FAP;RJ;SCHOLARLY;;;
Faculdade Paraíso do Ceará;FAP;CE;SCHOLARLY;;;
Faculdade Paranaense;FACCAR;PR;SCHOLARLY;;;
Faculdade Paulista de Administração e Ciências Contábeis de Hortolândia;FAPACCH;SP;SCHOLARLY;;;
Faculdade Paulista de Artes;FPA;SP;SCHOLARLY;;;
Faculdade Paulista de Educação e Comunicação;FAPEC;SP;SCHOLARLY;;;
Faculdade Paulista de Serviço Social;FAPSS-SP.;SP;SCHOLARLY;;;
Faculdade Paulista de Serviço Social de São Caetano do Sul;FAPSS-SCS;SP;SCHOLARLY;;;
Faculdade Paulus de Tecnologia e Comunicação;FAPCOM;SP;SCHOLARLY;;;
Faculdade Pereira de Freitas;FPF;MG;SCHOLARLY;;;
Faculdade Piauiense;FAP;PI;SCHOLARLY;;;
Faculdade Piauiense;FAP;PI;SCHOLARLY;;;
Faculdade Pilares;FAPI;PR;SCHOLARLY;;;
Faculdade Pinhalzinho;HORUS;SC;SCHOLARLY;;;
Faculdade Pinheiro Guimarães;FAPG;RJ;SCHOLARLY;;;
Faculdade Pio Décimo;FPD;SE;SCHOLARLY;;;
Faculdade Pitágoras de Administração Superior;FPAS;MG;SCHOLARLY;;;
Faculdade Pitágoras de Betim;PITÁGORAS-BETIM;MG;SCHOLARLY;;;
Faculdade Pitágoras de Ipatinga;FPI;MG;SCHOLARLY;;;
Faculdade Planalto - FAPLAN;FAPLAN;RS;SCHOLARLY;;;
Faculdade Planalto de Administração e Ciências Econômicas;FACPLAN;DF;SCHOLARLY;;;
Faculdade Planalto de Ciência da Computação;FACPLAN;DF;SCHOLARLY;;;
Faculdade Planalto de Filosofia, Ciências e Letras;FACPLAN;DF;SCHOLARLY;;;
